S.No,Province/State,Country,Date,Confirmed,Deaths,Recovered
4257,,Cabo Verde,07-02-2020,0,0,0
4258,,Cambodia,07-02-2020,1,0,0
4259,,Cameroon,07-02-2020,0,0,0
4260,Alberta,Canada,07-02-2020,0,0,0
4261,British Columbia,Canada,07-02-2020,4,0,0
4262,Grand Princess,Canada,07-02-2020,0,0,0
4263,Manitoba,Canada,07-02-2020,0,0,0
4264,New Brunswick,Canada,07-02-2020,0,0,0
4265,Newfoundland and Labrador,Canada,07-02-2020,0,0,0
4266,Nova Scotia,Canada,07-02-2020,0,0,0
4267,Ontario,Canada,07-02-2020,3,0,0
4268,Prince Edward Island,Canada,07-02-2020,0,0,0
4269,Quebec,Canada,07-02-2020,0,0,0
4270,Saskatchewan,Canada,07-02-2020,0,0,0
4271,,Central African Republic,07-02-2020,0,0,0
4272,,Chad,07-02-2020,0,0,0
4273,,Chile,07-02-2020,0,0,0
4274,Anhui,China,07-02-2020,665,0,47
4275,Beijing,China,07-02-2020,297,1,33
4276,Chongqing,China,07-02-2020,426,2,31
4277,Fujian,China,07-02-2020,224,0,20
4278,Gansu,China,07-02-2020,67,0,9
4279,Guangdong,China,07-02-2020,1034,1,88
4280,Guangxi,China,07-02-2020,172,0,17
4281,Guizhou,China,07-02-2020,81,1,6
4282,Hainan,China,07-02-2020,117,2,10
4283,Hebei,China,07-02-2020,172,1,22
4284,Heilongjiang,China,07-02-2020,277,3,12
4285,Henan,China,07-02-2020,914,3,86
4286,Hong Kong,China,07-02-2020,25,1,0
4287,Hubei,China,07-02-2020,24953,699,1115
4288,Hunan,China,07-02-2020,772,0,112
4289,Inner Mongolia,China,07-02-2020,50,0,5
4290,Jiangsu,China,07-02-2020,408,0,43
4291,Jiangxi,China,07-02-2020,661,0,45
4292,Jilin,China,07-02-2020,65,1,4
4293,Liaoning,China,07-02-2020,99,0,7
4294,Macau,China,07-02-2020,10,0,1
4295,Ningxia,China,07-02-2020,43,0,5
4296,Qinghai,China,07-02-2020,18,0,3
4297,Shaanxi,China,07-02-2020,184,0,17
4298,Shandong,China,07-02-2020,386,0,37
4299,Shanghai,China,07-02-2020,277,1,30
4300,Shanxi,China,07-02-2020,104,0,15
4301,Sichuan,China,07-02-2020,344,1,42
4302,Tianjin,China,07-02-2020,81,1,2
4303,Tibet,China,07-02-2020,1,0,0
4304,Xinjiang,China,07-02-2020,39,0,0
4305,Yunnan,China,07-02-2020,138,0,12
4306,Zhejiang,China,07-02-2020,1006,0,123
4307,,Colombia,07-02-2020,0,0,0
4308,,Congo (Brazzaville),07-02-2020,0,0,0
4309,,Congo (Kinshasa),07-02-2020,0,0,0
4310,,Costa Rica,07-02-2020,0,0,0
4311,,Cote d'Ivoire,07-02-2020,0,0,0
4312,,Croatia,07-02-2020,0,0,0
4313,,Diamond Princess,07-02-2020,61,0,0
4314,,Cuba,07-02-2020,0,0,0
4315,,Cyprus,07-02-2020,0,0,0
4316,,Czechia,07-02-2020,0,0,0
4317,Faroe Islands,Denmark,07-02-2020,0,0,0
4318,Greenland,Denmark,07-02-2020,0,0,0
4319,,Denmark,07-02-2020,0,0,0
4320,,Djibouti,07-02-2020,0,0,0
4321,,Dominican Republic,07-02-2020,0,0,0
4322,,Ecuador,07-02-2020,0,0,0
4323,,Egypt,07-02-2020,0,0,0
4324,,El Salvador,07-02-2020,0,0,0
4325,,Equatorial Guinea,07-02-2020,0,0,0
4326,,Eritrea,07-02-2020,0,0,0
4327,,Estonia,07-02-2020,0,0,0
4328,,Eswatini,07-02-2020,0,0,0
4329,,Ethiopia,07-02-2020,0,0,0
4330,,Fiji,07-02-2020,0,0,0
4331,,Finland,07-02-2020,1,0,0
4332,French Guiana,France,07-02-2020,0,0,0
4333,French Polynesia,France,07-02-2020,0,0,0
4334,Guadeloupe,France,07-02-2020,0,0,0
4335,Mayotte,France,07-02-2020,0,0,0
4336,New Caledonia,France,07-02-2020,0,0,0
4337,Reunion,France,07-02-2020,0,0,0
4338,Saint Barthelemy,France,07-02-2020,0,0,0
4339,St Martin,France,07-02-2020,0,0,0
4340,Martinique,France,07-02-2020,0,0,0
4341,,France,07-02-2020,6,0,0
4342,,Gabon,07-02-2020,0,0,0
4343,,Gambia,07-02-2020,0,0,0
4344,,Georgia,07-02-2020,0,0,0
4345,,Germany,07-02-2020,13,0,0
4346,,Ghana,07-02-2020,0,0,0
4347,,Greece,07-02-2020,0,0,0
4348,,Guatemala,07-02-2020,0,0,0
4349,,Guinea,07-02-2020,0,0,0
4350,,Guyana,07-02-2020,0,0,0
4351,,Haiti,07-02-2020,0,0,0
4352,,Holy See,07-02-2020,0,0,0
4353,,Honduras,07-02-2020,0,0,0
4354,,Hungary,07-02-2020,0,0,0
4355,,Iceland,07-02-2020,0,0,0
4356,,India,07-02-2020,3,0,0
4357,,Indonesia,07-02-2020,0,0,0
4358,,Iran,07-02-2020,0,0,0
4359,,Iraq,07-02-2020,0,0,0
4360,,Ireland,07-02-2020,0,0,0
4361,,Israel,07-02-2020,0,0,0
4362,,Italy,07-02-2020,3,0,0
4363,,Jamaica,07-02-2020,0,0,0
4364,,Japan,07-02-2020,25,0,1
4365,,Jordan,07-02-2020,0,0,0
4366,,Kazakhstan,07-02-2020,0,0,0
4367,,Kenya,07-02-2020,0,0,0
4368,,South Korea,07-02-2020,24,0,1
4369,,Kuwait,07-02-2020,0,0,0
4370,,Kyrgyzstan,07-02-2020,0,0,0
4371,,Latvia,07-02-2020,0,0,0
4372,,Lebanon,07-02-2020,0,0,0
4373,,Liberia,07-02-2020,0,0,0
4374,,Liechtenstein,07-02-2020,0,0,0
4375,,Lithuania,07-02-2020,0,0,0
4376,,Luxembourg,07-02-2020,0,0,0
4377,,Madagascar,07-02-2020,0,0,0
4378,,Malaysia,07-02-2020,12,0,1
4379,,Maldives,07-02-2020,0,0,0
4380,,Malta,07-02-2020,0,0,0
4381,,Mauritania,07-02-2020,0,0,0
4382,,Mauritius,07-02-2020,0,0,0
4383,,Mexico,07-02-2020,0,0,0
4384,,Moldova,07-02-2020,0,0,0
4385,,Monaco,07-02-2020,0,0,0
4386,,Mongolia,07-02-2020,0,0,0
4387,,Montenegro,07-02-2020,0,0,0
4388,,Morocco,07-02-2020,0,0,0
4389,,Namibia,07-02-2020,0,0,0
4390,,Nepal,07-02-2020,1,0,0
4391,Aruba,Netherlands,07-02-2020,0,0,0
4392,Curacao,Netherlands,07-02-2020,0,0,0
4393,Sint Maarten,Netherlands,07-02-2020,0,0,0
4394,,Netherlands,07-02-2020,0,0,0
4395,,New Zealand,07-02-2020,0,0,0
4396,,Nicaragua,07-02-2020,0,0,0
4397,,Niger,07-02-2020,0,0,0
4398,,Nigeria,07-02-2020,0,0,0
4399,,North Macedonia,07-02-2020,0,0,0
4400,,Norway,07-02-2020,0,0,0
4401,,Oman,07-02-2020,0,0,0
4402,,Pakistan,07-02-2020,0,0,0
4403,,Panama,07-02-2020,0,0,0
4404,,Papua New Guinea,07-02-2020,0,0,0
4405,,Paraguay,07-02-2020,0,0,0
4406,,Peru,07-02-2020,0,0,0
4407,,Philippines,07-02-2020,3,1,0
4408,,Poland,07-02-2020,0,0,0
4409,,Portugal,07-02-2020,0,0,0
4410,,Qatar,07-02-2020,0,0,0
4411,,Romania,07-02-2020,0,0,0
4412,,Russia,07-02-2020,2,0,0
4413,,Rwanda,07-02-2020,0,0,0
4414,,Saint Lucia,07-02-2020,0,0,0
4415,,Saint Vincent and the Grenadines,07-02-2020,0,0,0
4416,,San Marino,07-02-2020,0,0,0
4417,,Saudi Arabia,07-02-2020,0,0,0
4418,,Senegal,07-02-2020,0,0,0
4419,,Serbia,07-02-2020,0,0,0
4420,,Seychelles,07-02-2020,0,0,0
4421,,Singapore,07-02-2020,30,0,0
4422,,Slovakia,07-02-2020,0,0,0
4423,,Slovenia,07-02-2020,0,0,0
4424,,Somalia,07-02-2020,0,0,0
4425,,South Africa,07-02-2020,0,0,0
4426,,Spain,07-02-2020,1,0,0
4427,,Sri Lanka,07-02-2020,1,0,0
4428,,Sudan,07-02-2020,0,0,0
4429,,Suriname,07-02-2020,0,0,0
4430,,Sweden,07-02-2020,1,0,0
4431,,Switzerland,07-02-2020,0,0,0
4432,,Taiwan*,07-02-2020,16,0,1
4433,,Tanzania,07-02-2020,0,0,0
4434,,Thailand,07-02-2020,25,0,5
4435,,Togo,07-02-2020,0,0,0
4436,,Trinidad and Tobago,07-02-2020,0,0,0
4437,,Tunisia,07-02-2020,0,0,0
4438,,Turkey,07-02-2020,0,0,0
4439,,Uganda,07-02-2020,0,0,0
4440,,Ukraine,07-02-2020,0,0,0
4441,,United Arab Emirates,07-02-2020,5,0,0
4442,Bermuda,United Kingdom,07-02-2020,0,0,0
4443,Cayman Islands,United Kingdom,07-02-2020,0,0,0
4444,Channel Islands,United Kingdom,07-02-2020,0,0,0
4445,Gibraltar,United Kingdom,07-02-2020,0,0,0
4446,Isle of Man,United Kingdom,07-02-2020,0,0,0
4447,Montserrat,United Kingdom,07-02-2020,0,0,0
4448,,United Kingdom,07-02-2020,3,0,0
4449,,Uruguay,07-02-2020,0,0,0
4450,,US,07-02-2020,11,0,0
4451,,Uzbekistan,07-02-2020,0,0,0
4452,,Venezuela,07-02-2020,0,0,0
4453,,Vietnam,07-02-2020,10,0,1
4454,,Zambia,07-02-2020,0,0,0
4455,,Zimbabwe,07-02-2020,0,0,0
4456,Diamond Princess,Canada,07-02-2020,0,0,0
4457,,Dominica,07-02-2020,0,0,0
4458,,Grenada,07-02-2020,0,0,0
4459,,Mozambique,07-02-2020,0,0,0
4460,,Syria,07-02-2020,0,0,0
4461,,Timor-Leste,07-02-2020,0,0,0
4462,,Belize,07-02-2020,0,0,0
4463,,Laos,07-02-2020,0,0,0
4464,,Libya,07-02-2020,0,0,0
4465,,West Bank and Gaza,07-02-2020,0,0,0
4466,,Guinea-Bissau,07-02-2020,0,0,0
4467,,Mali,07-02-2020,0,0,0
4468,,Saint Kitts and Nevis,07-02-2020,0,0,0
4469,Northwest Territories,Canada,07-02-2020,0,0,0
4470,Yukon,Canada,07-02-2020,0,0,0
4471,,Kosovo,07-02-2020,0,0,0
4472,,Burma,07-02-2020,0,0,0
4473,Anguilla,United Kingdom,07-02-2020,0,0,0
4474,British Virgin Islands,United Kingdom,07-02-2020,0,0,0
4475,Turks and Caicos Islands,United Kingdom,07-02-2020,0,0,0
4476,,MS Zaandam,07-02-2020,0,0,0
4477,,Botswana,07-02-2020,0,0,0
4478,,Burundi,07-02-2020,0,0,0
4479,,Sierra Leone,07-02-2020,0,0,0
4480,,Malawi,07-02-2020,0,0,0
4481,Falkland Islands (Malvinas),United Kingdom,07-02-2020,0,0,0
4482,Saint Pierre and Miquelon,France,07-02-2020,0,0,0
4483,,South Sudan,07-02-2020,0,0,0
4484,,Western Sahara,07-02-2020,0,0,0
4485,,Sao Tome and Principe,07-02-2020,0,0,0
4486,,Yemen,07-02-2020,0,0,0
4487,,Comoros,07-02-2020,0,0,0
4488,,Tajikistan,07-02-2020,0,0,0
4489,,Afghanistan,08-02-2020,0,0,0
4490,,Albania,08-02-2020,0,0,0
4491,,Algeria,08-02-2020,0,0,0
4492,,Andorra,08-02-2020,0,0,0
4493,,Angola,08-02-2020,0,0,0
4494,,Antigua and Barbuda,08-02-2020,0,0,0
4495,,Argentina,08-02-2020,0,0,0
4496,,Armenia,08-02-2020,0,0,0
4497,Australian Capital Territory,Australia,08-02-2020,0,0,0
4498,New South Wales,Australia,08-02-2020,4,0,2
4499,Northern Territory,Australia,08-02-2020,0,0,0
4500,Queensland,Australia,08-02-2020,5,0,0
4501,South Australia,Australia,08-02-2020,2,0,0
4502,Tasmania,Australia,08-02-2020,0,0,0
4503,Victoria,Australia,08-02-2020,4,0,0
4504,Western Australia,Australia,08-02-2020,0,0,0
4505,,Austria,08-02-2020,0,0,0
4506,,Azerbaijan,08-02-2020,0,0,0
4507,,Bahamas,08-02-2020,0,0,0
4508,,Bahrain,08-02-2020,0,0,0
4509,,Bangladesh,08-02-2020,0,0,0
4510,,Barbados,08-02-2020,0,0,0
4511,,Belarus,08-02-2020,0,0,0
4512,,Belgium,08-02-2020,1,0,0
4513,,Benin,08-02-2020,0,0,0
4514,,Bhutan,08-02-2020,0,0,0
4515,,Bolivia,08-02-2020,0,0,0
4516,,Bosnia and Herzegovina,08-02-2020,0,0,0
4517,,Brazil,08-02-2020,0,0,0
4518,,Brunei,08-02-2020,0,0,0
4519,,Bulgaria,08-02-2020,0,0,0
4520,,Burkina Faso,08-02-2020,0,0,0
4521,,Cabo Verde,08-02-2020,0,0,0
4522,,Cambodia,08-02-2020,1,0,0
4523,,Cameroon,08-02-2020,0,0,0
4524,Alberta,Canada,08-02-2020,0,0,0
4525,British Columbia,Canada,08-02-2020,4,0,0
4526,Grand Princess,Canada,08-02-2020,0,0,0
4527,Manitoba,Canada,08-02-2020,0,0,0
4528,New Brunswick,Canada,08-02-2020,0,0,0
4529,Newfoundland and Labrador,Canada,08-02-2020,0,0,0
4530,Nova Scotia,Canada,08-02-2020,0,0,0
4531,Ontario,Canada,08-02-2020,3,0,0
4532,Prince Edward Island,Canada,08-02-2020,0,0,0
4533,Quebec,Canada,08-02-2020,0,0,0
4534,Saskatchewan,Canada,08-02-2020,0,0,0
4535,,Central African Republic,08-02-2020,0,0,0
4536,,Chad,08-02-2020,0,0,0
4537,,Chile,08-02-2020,0,0,0
4538,Anhui,China,08-02-2020,733,0,59
4539,Beijing,China,08-02-2020,315,2,34
4540,Chongqing,China,08-02-2020,428,2,39
4541,Fujian,China,08-02-2020,239,0,24
4542,Gansu,China,08-02-2020,79,1,12
4543,Guangdong,China,08-02-2020,1095,1,112
4544,Guangxi,China,08-02-2020,183,0,17
4545,Guizhou,China,08-02-2020,89,1,7
4546,Hainan,China,08-02-2020,124,2,14
4547,Hebei,China,08-02-2020,195,1,30
4548,Heilongjiang,China,08-02-2020,295,5,13
4549,Henan,China,08-02-2020,981,4,116
4550,Hong Kong,China,08-02-2020,26,1,0
4551,Hubei,China,08-02-2020,27100,780,1439
4552,Hunan,China,08-02-2020,803,1,156
4553,Inner Mongolia,China,08-02-2020,52,0,5
4554,Jiangsu,China,08-02-2020,439,0,51
4555,Jiangxi,China,08-02-2020,698,0,55
4556,Jilin,China,08-02-2020,69,1,4
4557,Liaoning,China,08-02-2020,105,0,8
4558,Macau,China,08-02-2020,10,0,1
4559,Ningxia,China,08-02-2020,45,0,15
4560,Qinghai,China,08-02-2020,18,0,3
4561,Shaanxi,China,08-02-2020,195,0,20
4562,Shandong,China,08-02-2020,416,0,44
4563,Shanghai,China,08-02-2020,286,1,41
4564,Shanxi,China,08-02-2020,115,0,21
4565,Sichuan,China,08-02-2020,364,1,60
4566,Tianjin,China,08-02-2020,88,1,4
4567,Tibet,China,08-02-2020,1,0,0
4568,Xinjiang,China,08-02-2020,42,0,0
4569,Yunnan,China,08-02-2020,138,0,17
4570,Zhejiang,China,08-02-2020,1048,0,175
4571,,Colombia,08-02-2020,0,0,0
4572,,Congo (Brazzaville),08-02-2020,0,0,0
4573,,Congo (Kinshasa),08-02-2020,0,0,0
4574,,Costa Rica,08-02-2020,0,0,0
4575,,Cote d'Ivoire,08-02-2020,0,0,0
4576,,Croatia,08-02-2020,0,0,0
4577,,Diamond Princess,08-02-2020,61,0,0
4578,,Cuba,08-02-2020,0,0,0
4579,,Cyprus,08-02-2020,0,0,0
4580,,Czechia,08-02-2020,0,0,0
4581,Faroe Islands,Denmark,08-02-2020,0,0,0
4582,Greenland,Denmark,08-02-2020,0,0,0
4583,,Denmark,08-02-2020,0,0,0
4584,,Djibouti,08-02-2020,0,0,0
4585,,Dominican Republic,08-02-2020,0,0,0
4586,,Ecuador,08-02-2020,0,0,0
4587,,Egypt,08-02-2020,0,0,0
4588,,El Salvador,08-02-2020,0,0,0
4589,,Equatorial Guinea,08-02-2020,0,0,0
4590,,Eritrea,08-02-2020,0,0,0
4591,,Estonia,08-02-2020,0,0,0
4592,,Eswatini,08-02-2020,0,0,0
4593,,Ethiopia,08-02-2020,0,0,0
4594,,Fiji,08-02-2020,0,0,0
4595,,Finland,08-02-2020,1,0,0
4596,French Guiana,France,08-02-2020,0,0,0
4597,French Polynesia,France,08-02-2020,0,0,0
4598,Guadeloupe,France,08-02-2020,0,0,0
4599,Mayotte,France,08-02-2020,0,0,0
4600,New Caledonia,France,08-02-2020,0,0,0
4601,Reunion,France,08-02-2020,0,0,0
4602,Saint Barthelemy,France,08-02-2020,0,0,0
4603,St Martin,France,08-02-2020,0,0,0
4604,Martinique,France,08-02-2020,0,0,0
4605,,France,08-02-2020,11,0,0
4606,,Gabon,08-02-2020,0,0,0
4607,,Gambia,08-02-2020,0,0,0
4608,,Georgia,08-02-2020,0,0,0
4609,,Germany,08-02-2020,13,0,0
4610,,Ghana,08-02-2020,0,0,0
4611,,Greece,08-02-2020,0,0,0
4612,,Guatemala,08-02-2020,0,0,0
4613,,Guinea,08-02-2020,0,0,0
4614,,Guyana,08-02-2020,0,0,0
4615,,Haiti,08-02-2020,0,0,0
4616,,Holy See,08-02-2020,0,0,0
4617,,Honduras,08-02-2020,0,0,0
4618,,Hungary,08-02-2020,0,0,0
4619,,Iceland,08-02-2020,0,0,0
4620,,India,08-02-2020,3,0,0
4621,,Indonesia,08-02-2020,0,0,0
4622,,Iran,08-02-2020,0,0,0
4623,,Iraq,08-02-2020,0,0,0
4624,,Ireland,08-02-2020,0,0,0
4625,,Israel,08-02-2020,0,0,0
4626,,Italy,08-02-2020,3,0,0
4627,,Jamaica,08-02-2020,0,0,0
4628,,Japan,08-02-2020,25,0,1
4629,,Jordan,08-02-2020,0,0,0
4630,,Kazakhstan,08-02-2020,0,0,0
4631,,Kenya,08-02-2020,0,0,0
4632,,South Korea,08-02-2020,24,0,1
4633,,Kuwait,08-02-2020,0,0,0
4634,,Kyrgyzstan,08-02-2020,0,0,0
4635,,Latvia,08-02-2020,0,0,0
4636,,Lebanon,08-02-2020,0,0,0
4637,,Liberia,08-02-2020,0,0,0
4638,,Liechtenstein,08-02-2020,0,0,0
4639,,Lithuania,08-02-2020,0,0,0
4640,,Luxembourg,08-02-2020,0,0,0
4641,,Madagascar,08-02-2020,0,0,0
4642,,Malaysia,08-02-2020,16,0,1
4643,,Maldives,08-02-2020,0,0,0
4644,,Malta,08-02-2020,0,0,0
4645,,Mauritania,08-02-2020,0,0,0
4646,,Mauritius,08-02-2020,0,0,0
4647,,Mexico,08-02-2020,0,0,0
4648,,Moldova,08-02-2020,0,0,0
4649,,Monaco,08-02-2020,0,0,0
4650,,Mongolia,08-02-2020,0,0,0
4651,,Montenegro,08-02-2020,0,0,0
4652,,Morocco,08-02-2020,0,0,0
4653,,Namibia,08-02-2020,0,0,0
4654,,Nepal,08-02-2020,1,0,0
4655,Aruba,Netherlands,08-02-2020,0,0,0
4656,Curacao,Netherlands,08-02-2020,0,0,0
4657,Sint Maarten,Netherlands,08-02-2020,0,0,0
4658,,Netherlands,08-02-2020,0,0,0
4659,,New Zealand,08-02-2020,0,0,0
4660,,Nicaragua,08-02-2020,0,0,0
4661,,Niger,08-02-2020,0,0,0
4662,,Nigeria,08-02-2020,0,0,0
4663,,North Macedonia,08-02-2020,0,0,0
4664,,Norway,08-02-2020,0,0,0
4665,,Oman,08-02-2020,0,0,0
4666,,Pakistan,08-02-2020,0,0,0
4667,,Panama,08-02-2020,0,0,0
4668,,Papua New Guinea,08-02-2020,0,0,0
4669,,Paraguay,08-02-2020,0,0,0
4670,,Peru,08-02-2020,0,0,0
4671,,Philippines,08-02-2020,3,1,0
4672,,Poland,08-02-2020,0,0,0
4673,,Portugal,08-02-2020,0,0,0
4674,,Qatar,08-02-2020,0,0,0
4675,,Romania,08-02-2020,0,0,0
4676,,Russia,08-02-2020,2,0,0
4677,,Rwanda,08-02-2020,0,0,0
4678,,Saint Lucia,08-02-2020,0,0,0
4679,,Saint Vincent and the Grenadines,08-02-2020,0,0,0
4680,,San Marino,08-02-2020,0,0,0
4681,,Saudi Arabia,08-02-2020,0,0,0
4682,,Senegal,08-02-2020,0,0,0
4683,,Serbia,08-02-2020,0,0,0
4684,,Seychelles,08-02-2020,0,0,0
4685,,Singapore,08-02-2020,33,0,2
4686,,Slovakia,08-02-2020,0,0,0
4687,,Slovenia,08-02-2020,0,0,0
4688,,Somalia,08-02-2020,0,0,0
4689,,South Africa,08-02-2020,0,0,0
4690,,Spain,08-02-2020,1,0,0
4691,,Sri Lanka,08-02-2020,1,0,1
4692,,Sudan,08-02-2020,0,0,0
4693,,Suriname,08-02-2020,0,0,0
4694,,Sweden,08-02-2020,1,0,0
4695,,Switzerland,08-02-2020,0,0,0
4696,,Taiwan*,08-02-2020,17,0,1
4697,,Tanzania,08-02-2020,0,0,0
4698,,Thailand,08-02-2020,32,0,10
4699,,Togo,08-02-2020,0,0,0
4700,,Trinidad and Tobago,08-02-2020,0,0,0
4701,,Tunisia,08-02-2020,0,0,0
4702,,Turkey,08-02-2020,0,0,0
4703,,Uganda,08-02-2020,0,0,0
4704,,Ukraine,08-02-2020,0,0,0
4705,,United Arab Emirates,08-02-2020,7,0,0
4706,Bermuda,United Kingdom,08-02-2020,0,0,0
4707,Cayman Islands,United Kingdom,08-02-2020,0,0,0
4708,Channel Islands,United Kingdom,08-02-2020,0,0,0
4709,Gibraltar,United Kingdom,08-02-2020,0,0,0
4710,Isle of Man,United Kingdom,08-02-2020,0,0,0
4711,Montserrat,United Kingdom,08-02-2020,0,0,0
4712,,United Kingdom,08-02-2020,3,0,0
4713,,Uruguay,08-02-2020,0,0,0
4714,,US,08-02-2020,11,0,0
4715,,Uzbekistan,08-02-2020,0,0,0
4716,,Venezuela,08-02-2020,0,0,0
4717,,Vietnam,08-02-2020,13,0,1
4718,,Zambia,08-02-2020,0,0,0
4719,,Zimbabwe,08-02-2020,0,0,0
4720,Diamond Princess,Canada,08-02-2020,0,0,0
4721,,Dominica,08-02-2020,0,0,0
4722,,Grenada,08-02-2020,0,0,0
4723,,Mozambique,08-02-2020,0,0,0
4724,,Syria,08-02-2020,0,0,0
4725,,Timor-Leste,08-02-2020,0,0,0
4726,,Belize,08-02-2020,0,0,0
4727,,Laos,08-02-2020,0,0,0
4728,,Libya,08-02-2020,0,0,0
4729,,West Bank and Gaza,08-02-2020,0,0,0
4730,,Guinea-Bissau,08-02-2020,0,0,0
4731,,Mali,08-02-2020,0,0,0
4732,,Saint Kitts and Nevis,08-02-2020,0,0,0
4733,Northwest Territories,Canada,08-02-2020,0,0,0
4734,Yukon,Canada,08-02-2020,0,0,0
4735,,Kosovo,08-02-2020,0,0,0
4736,,Burma,08-02-2020,0,0,0
4737,Anguilla,United Kingdom,08-02-2020,0,0,0
4738,British Virgin Islands,United Kingdom,08-02-2020,0,0,0
4739,Turks and Caicos Islands,United Kingdom,08-02-2020,0,0,0
4740,,MS Zaandam,08-02-2020,0,0,0
4741,,Botswana,08-02-2020,0,0,0
4742,,Burundi,08-02-2020,0,0,0
4743,,Sierra Leone,08-02-2020,0,0,0
4744,,Malawi,08-02-2020,0,0,0
4745,Falkland Islands (Malvinas),United Kingdom,08-02-2020,0,0,0
4746,Saint Pierre and Miquelon,France,08-02-2020,0,0,0
4747,,South Sudan,08-02-2020,0,0,0
4748,,Western Sahara,08-02-2020,0,0,0
4749,,Sao Tome and Principe,08-02-2020,0,0,0
4750,,Yemen,08-02-2020,0,0,0
4751,,Comoros,08-02-2020,0,0,0
4752,,Tajikistan,08-02-2020,0,0,0
4753,,Afghanistan,09-02-2020,0,0,0
4754,,Albania,09-02-2020,0,0,0
4755,,Algeria,09-02-2020,0,0,0
4756,,Andorra,09-02-2020,0,0,0
4757,,Angola,09-02-2020,0,0,0
4758,,Antigua and Barbuda,09-02-2020,0,0,0
4759,,Argentina,09-02-2020,0,0,0
4760,,Armenia,09-02-2020,0,0,0
4761,Australian Capital Territory,Australia,09-02-2020,0,0,0
4762,New South Wales,Australia,09-02-2020,4,0,2
4763,Northern Territory,Australia,09-02-2020,0,0,0
4764,Queensland,Australia,09-02-2020,5,0,0
4765,South Australia,Australia,09-02-2020,2,0,0
4766,Tasmania,Australia,09-02-2020,0,0,0
4767,Victoria,Australia,09-02-2020,4,0,0
4768,Western Australia,Australia,09-02-2020,0,0,0
4769,,Austria,09-02-2020,0,0,0
4770,,Azerbaijan,09-02-2020,0,0,0
4771,,Bahamas,09-02-2020,0,0,0
4772,,Bahrain,09-02-2020,0,0,0
4773,,Bangladesh,09-02-2020,0,0,0
4774,,Barbados,09-02-2020,0,0,0
4775,,Belarus,09-02-2020,0,0,0
4776,,Belgium,09-02-2020,1,0,0
4777,,Benin,09-02-2020,0,0,0
4778,,Bhutan,09-02-2020,0,0,0
4779,,Bolivia,09-02-2020,0,0,0
4780,,Bosnia and Herzegovina,09-02-2020,0,0,0
4781,,Brazil,09-02-2020,0,0,0
4782,,Brunei,09-02-2020,0,0,0
4783,,Bulgaria,09-02-2020,0,0,0
4784,,Burkina Faso,09-02-2020,0,0,0
4785,,Cabo Verde,09-02-2020,0,0,0
4786,,Cambodia,09-02-2020,1,0,0
4787,,Cameroon,09-02-2020,0,0,0
4788,Alberta,Canada,09-02-2020,0,0,0
4789,British Columbia,Canada,09-02-2020,4,0,0
4790,Grand Princess,Canada,09-02-2020,0,0,0
4791,Manitoba,Canada,09-02-2020,0,0,0
4792,New Brunswick,Canada,09-02-2020,0,0,0
4793,Newfoundland and Labrador,Canada,09-02-2020,0,0,0
4794,Nova Scotia,Canada,09-02-2020,0,0,0
4795,Ontario,Canada,09-02-2020,3,0,0
4796,Prince Edward Island,Canada,09-02-2020,0,0,0
4797,Quebec,Canada,09-02-2020,0,0,0
4798,Saskatchewan,Canada,09-02-2020,0,0,0
4799,,Central African Republic,09-02-2020,0,0,0
4800,,Chad,09-02-2020,0,0,0
4801,,Chile,09-02-2020,0,0,0
4802,Anhui,China,09-02-2020,779,1,72
4803,Beijing,China,09-02-2020,326,2,37
4804,Chongqing,China,09-02-2020,468,2,51
4805,Fujian,China,09-02-2020,250,0,35
4806,Gansu,China,09-02-2020,83,2,16
4807,Guangdong,China,09-02-2020,1131,1,141
4808,Guangxi,China,09-02-2020,195,1,18
4809,Guizhou,China,09-02-2020,99,1,7
4810,Hainan,China,09-02-2020,131,3,19
4811,Hebei,China,09-02-2020,206,2,34
4812,Heilongjiang,China,09-02-2020,307,6,14
4813,Henan,China,09-02-2020,1033,6,153
4814,Hong Kong,China,09-02-2020,29,1,0
4815,Hubei,China,09-02-2020,29631,871,1795
4816,Hunan,China,09-02-2020,838,1,186
4817,Inner Mongolia,China,09-02-2020,54,0,5
4818,Jiangsu,China,09-02-2020,468,0,71
4819,Jiangxi,China,09-02-2020,740,0,73
4820,Jilin,China,09-02-2020,78,1,12
4821,Liaoning,China,09-02-2020,107,0,12
4822,Macau,China,09-02-2020,10,0,1
4823,Ningxia,China,09-02-2020,45,0,13
4824,Qinghai,China,09-02-2020,18,0,3
4825,Shaanxi,China,09-02-2020,208,0,25
4826,Shandong,China,09-02-2020,444,1,63
4827,Shanghai,China,09-02-2020,293,1,44
4828,Shanxi,China,09-02-2020,119,0,25
4829,Sichuan,China,09-02-2020,386,1,71
4830,Tianjin,China,09-02-2020,91,1,4
4831,Tibet,China,09-02-2020,1,0,0
4832,Xinjiang,China,09-02-2020,45,0,0
4833,Yunnan,China,09-02-2020,141,0,18
4834,Zhejiang,China,09-02-2020,1075,0,201
4835,,Colombia,09-02-2020,0,0,0
4836,,Congo (Brazzaville),09-02-2020,0,0,0
4837,,Congo (Kinshasa),09-02-2020,0,0,0
4838,,Costa Rica,09-02-2020,0,0,0
4839,,Cote d'Ivoire,09-02-2020,0,0,0
