S.No,Province/State,Country,Date,Confirmed,Deaths,Recovered
1,,Afghanistan,22-01-2020,0,0,0
2,,Albania,22-01-2020,0,0,0
3,,Algeria,22-01-2020,0,0,0
4,,Andorra,22-01-2020,0,0,0
5,,Angola,22-01-2020,0,0,0
6,,Antigua and Barbuda,22-01-2020,0,0,0
7,,Argentina,22-01-2020,0,0,0
8,,Armenia,22-01-2020,0,0,0
9,Australian Capital Territory,Australia,22-01-2020,0,0,0
10,New South Wales,Australia,22-01-2020,0,0,0
11,Northern Territory,Australia,22-01-2020,0,0,0
12,Queensland,Australia,22-01-2020,0,0,0
13,South Australia,Australia,22-01-2020,0,0,0
14,Tasmania,Australia,22-01-2020,0,0,0
15,Victoria,Australia,22-01-2020,0,0,0
16,Western Australia,Australia,22-01-2020,0,0,0
17,,Austria,22-01-2020,0,0,0
18,,Azerbaijan,22-01-2020,0,0,0
19,,Bahamas,22-01-2020,0,0,0
20,,Bahrain,22-01-2020,0,0,0
21,,Bangladesh,22-01-2020,0,0,0
22,,Barbados,22-01-2020,0,0,0
23,,Belarus,22-01-2020,0,0,0
24,,Belgium,22-01-2020,0,0,0
25,,Benin,22-01-2020,0,0,0
26,,Bhutan,22-01-2020,0,0,0
27,,Bolivia,22-01-2020,0,0,0
28,,Bosnia and Herzegovina,22-01-2020,0,0,0
29,,Brazil,22-01-2020,0,0,0
30,,Brunei,22-01-2020,0,0,0
31,,Bulgaria,22-01-2020,0,0,0
32,,Burkina Faso,22-01-2020,0,0,0
33,,Cabo Verde,22-01-2020,0,0,0
34,,Cambodia,22-01-2020,0,0,0
35,,Cameroon,22-01-2020,0,0,0
36,Alberta,Canada,22-01-2020,0,0,0
37,British Columbia,Canada,22-01-2020,0,0,0
38,Grand Princess,Canada,22-01-2020,0,0,0
39,Manitoba,Canada,22-01-2020,0,0,0
40,New Brunswick,Canada,22-01-2020,0,0,0
41,Newfoundland and Labrador,Canada,22-01-2020,0,0,0
42,Nova Scotia,Canada,22-01-2020,0,0,0
43,Ontario,Canada,22-01-2020,0,0,0
44,Prince Edward Island,Canada,22-01-2020,0,0,0
45,Quebec,Canada,22-01-2020,0,0,0
46,Saskatchewan,Canada,22-01-2020,0,0,0
47,,Central African Republic,22-01-2020,0,0,0
48,,Chad,22-01-2020,0,0,0
49,,Chile,22-01-2020,0,0,0
50,Anhui,China,22-01-2020,1,0,0
51,Beijing,China,22-01-2020,14,0,0
52,Chongqing,China,22-01-2020,6,0,0
53,Fujian,China,22-01-2020,1,0,0
54,Gansu,China,22-01-2020,0,0,0
55,Guangdong,China,22-01-2020,26,0,0
56,Guangxi,China,22-01-2020,2,0,0
57,Guizhou,China,22-01-2020,1,0,0
58,Hainan,China,22-01-2020,4,0,0
59,Hebei,China,22-01-2020,1,0,0
60,Heilongjiang,China,22-01-2020,0,0,0
61,Henan,China,22-01-2020,5,0,0
62,Hong Kong,China,22-01-2020,0,0,0
63,Hubei,China,22-01-2020,444,17,28
64,Hunan,China,22-01-2020,4,0,0
65,Inner Mongolia,China,22-01-2020,0,0,0
66,Jiangsu,China,22-01-2020,1,0,0
67,Jiangxi,China,22-01-2020,2,0,0
68,Jilin,China,22-01-2020,0,0,0
69,Liaoning,China,22-01-2020,2,0,0
70,Macau,China,22-01-2020,1,0,0
71,Ningxia,China,22-01-2020,1,0,0
72,Qinghai,China,22-01-2020,0,0,0
73,Shaanxi,China,22-01-2020,0,0,0
74,Shandong,China,22-01-2020,2,0,0
75,Shanghai,China,22-01-2020,9,0,0
76,Shanxi,China,22-01-2020,1,0,0
77,Sichuan,China,22-01-2020,5,0,0
78,Tianjin,China,22-01-2020,4,0,0
79,Tibet,China,22-01-2020,0,0,0
80,Xinjiang,China,22-01-2020,0,0,0
81,Yunnan,China,22-01-2020,1,0,0
82,Zhejiang,China,22-01-2020,10,0,0
83,,Colombia,22-01-2020,0,0,0
84,,Congo (Brazzaville),22-01-2020,0,0,0
85,,Congo (Kinshasa),22-01-2020,0,0,0
86,,Costa Rica,22-01-2020,0,0,0
87,,Cote d'Ivoire,22-01-2020,0,0,0
88,,Croatia,22-01-2020,0,0,0
89,,Diamond Princess,22-01-2020,0,0,0
90,,Cuba,22-01-2020,0,0,0
91,,Cyprus,22-01-2020,0,0,0
92,,Czechia,22-01-2020,0,0,0
93,Faroe Islands,Denmark,22-01-2020,0,0,0
94,Greenland,Denmark,22-01-2020,0,0,0
95,,Denmark,22-01-2020,0,0,0
96,,Djibouti,22-01-2020,0,0,0
97,,Dominican Republic,22-01-2020,0,0,0
98,,Ecuador,22-01-2020,0,0,0
99,,Egypt,22-01-2020,0,0,0
100,,El Salvador,22-01-2020,0,0,0
101,,Equatorial Guinea,22-01-2020,0,0,0
102,,Eritrea,22-01-2020,0,0,0
103,,Estonia,22-01-2020,0,0,0
104,,Eswatini,22-01-2020,0,0,0
105,,Ethiopia,22-01-2020,0,0,0
106,,Fiji,22-01-2020,0,0,0
107,,Finland,22-01-2020,0,0,0
108,French Guiana,France,22-01-2020,0,0,0
109,French Polynesia,France,22-01-2020,0,0,0
110,Guadeloupe,France,22-01-2020,0,0,0
111,Mayotte,France,22-01-2020,0,0,0
112,New Caledonia,France,22-01-2020,0,0,0
113,Reunion,France,22-01-2020,0,0,0
114,Saint Barthelemy,France,22-01-2020,0,0,0
115,St Martin,France,22-01-2020,0,0,0
116,Martinique,France,22-01-2020,0,0,0
117,,France,22-01-2020,0,0,0
118,,Gabon,22-01-2020,0,0,0
119,,Gambia,22-01-2020,0,0,0
120,,Georgia,22-01-2020,0,0,0
121,,Germany,22-01-2020,0,0,0
122,,Ghana,22-01-2020,0,0,0
123,,Greece,22-01-2020,0,0,0
124,,Guatemala,22-01-2020,0,0,0
125,,Guinea,22-01-2020,0,0,0
126,,Guyana,22-01-2020,0,0,0
127,,Haiti,22-01-2020,0,0,0
128,,Holy See,22-01-2020,0,0,0
129,,Honduras,22-01-2020,0,0,0
130,,Hungary,22-01-2020,0,0,0
131,,Iceland,22-01-2020,0,0,0
132,,India,22-01-2020,0,0,0
133,,Indonesia,22-01-2020,0,0,0
134,,Iran,22-01-2020,0,0,0
135,,Iraq,22-01-2020,0,0,0
136,,Ireland,22-01-2020,0,0,0
137,,Israel,22-01-2020,0,0,0
138,,Italy,22-01-2020,0,0,0
139,,Jamaica,22-01-2020,0,0,0
140,,Japan,22-01-2020,2,0,0
141,,Jordan,22-01-2020,0,0,0
142,,Kazakhstan,22-01-2020,0,0,0
143,,Kenya,22-01-2020,0,0,0
144,,South Korea,22-01-2020,1,0,0
145,,Kuwait,22-01-2020,0,0,0
146,,Kyrgyzstan,22-01-2020,0,0,0
147,,Latvia,22-01-2020,0,0,0
148,,Lebanon,22-01-2020,0,0,0
149,,Liberia,22-01-2020,0,0,0
150,,Liechtenstein,22-01-2020,0,0,0
151,,Lithuania,22-01-2020,0,0,0
152,,Luxembourg,22-01-2020,0,0,0
153,,Madagascar,22-01-2020,0,0,0
154,,Malaysia,22-01-2020,0,0,0
155,,Maldives,22-01-2020,0,0,0
156,,Malta,22-01-2020,0,0,0
157,,Mauritania,22-01-2020,0,0,0
158,,Mauritius,22-01-2020,0,0,0
159,,Mexico,22-01-2020,0,0,0
160,,Moldova,22-01-2020,0,0,0
161,,Monaco,22-01-2020,0,0,0
162,,Mongolia,22-01-2020,0,0,0
163,,Montenegro,22-01-2020,0,0,0
164,,Morocco,22-01-2020,0,0,0
165,,Namibia,22-01-2020,0,0,0
166,,Nepal,22-01-2020,0,0,0
167,Aruba,Netherlands,22-01-2020,0,0,0
168,Curacao,Netherlands,22-01-2020,0,0,0
169,Sint Maarten,Netherlands,22-01-2020,0,0,0
170,,Netherlands,22-01-2020,0,0,0
171,,New Zealand,22-01-2020,0,0,0
172,,Nicaragua,22-01-2020,0,0,0
173,,Niger,22-01-2020,0,0,0
174,,Nigeria,22-01-2020,0,0,0
175,,North Macedonia,22-01-2020,0,0,0
176,,Norway,22-01-2020,0,0,0
177,,Oman,22-01-2020,0,0,0
178,,Pakistan,22-01-2020,0,0,0
179,,Panama,22-01-2020,0,0,0
180,,Papua New Guinea,22-01-2020,0,0,0
181,,Paraguay,22-01-2020,0,0,0
182,,Peru,22-01-2020,0,0,0
183,,Philippines,22-01-2020,0,0,0
184,,Poland,22-01-2020,0,0,0
185,,Portugal,22-01-2020,0,0,0
186,,Qatar,22-01-2020,0,0,0
187,,Romania,22-01-2020,0,0,0
188,,Russia,22-01-2020,0,0,0
189,,Rwanda,22-01-2020,0,0,0
190,,Saint Lucia,22-01-2020,0,0,0
191,,Saint Vincent and the Grenadines,22-01-2020,0,0,0
192,,San Marino,22-01-2020,0,0,0
193,,Saudi Arabia,22-01-2020,0,0,0
194,,Senegal,22-01-2020,0,0,0
195,,Serbia,22-01-2020,0,0,0
196,,Seychelles,22-01-2020,0,0,0
197,,Singapore,22-01-2020,0,0,0
198,,Slovakia,22-01-2020,0,0,0
199,,Slovenia,22-01-2020,0,0,0
200,,Somalia,22-01-2020,0,0,0
201,,South Africa,22-01-2020,0,0,0
202,,Spain,22-01-2020,0,0,0
203,,Sri Lanka,22-01-2020,0,0,0
204,,Sudan,22-01-2020,0,0,0
205,,Suriname,22-01-2020,0,0,0
206,,Sweden,22-01-2020,0,0,0
207,,Switzerland,22-01-2020,0,0,0
208,,Taiwan*,22-01-2020,1,0,0
209,,Tanzania,22-01-2020,0,0,0
210,,Thailand,22-01-2020,2,0,0
211,,Togo,22-01-2020,0,0,0
212,,Trinidad and Tobago,22-01-2020,0,0,0
213,,Tunisia,22-01-2020,0,0,0
214,,Turkey,22-01-2020,0,0,0
215,,Uganda,22-01-2020,0,0,0
216,,Ukraine,22-01-2020,0,0,0
217,,United Arab Emirates,22-01-2020,0,0,0
218,Bermuda,United Kingdom,22-01-2020,0,0,0
219,Cayman Islands,United Kingdom,22-01-2020,0,0,0
220,Channel Islands,United Kingdom,22-01-2020,0,0,0
221,Gibraltar,United Kingdom,22-01-2020,0,0,0
222,Isle of Man,United Kingdom,22-01-2020,0,0,0
223,Montserrat,United Kingdom,22-01-2020,0,0,0
224,,United Kingdom,22-01-2020,0,0,0
225,,Uruguay,22-01-2020,0,0,0
226,,US,22-01-2020,1,0,0
227,,Uzbekistan,22-01-2020,0,0,0
228,,Venezuela,22-01-2020,0,0,0
229,,Vietnam,22-01-2020,0,0,0
230,,Zambia,22-01-2020,0,0,0
231,,Zimbabwe,22-01-2020,0,0,0
232,Diamond Princess,Canada,22-01-2020,0,0,0
233,,Dominica,22-01-2020,0,0,0
234,,Grenada,22-01-2020,0,0,0
235,,Mozambique,22-01-2020,0,0,0
236,,Syria,22-01-2020,0,0,0
237,,Timor-Leste,22-01-2020,0,0,0
238,,Belize,22-01-2020,0,0,0
239,,Laos,22-01-2020,0,0,0
240,,Libya,22-01-2020,0,0,0
241,,West Bank and Gaza,22-01-2020,0,0,0
242,,Guinea-Bissau,22-01-2020,0,0,0
243,,Mali,22-01-2020,0,0,0
244,,Saint Kitts and Nevis,22-01-2020,0,0,0
245,Northwest Territories,Canada,22-01-2020,0,0,0
246,Yukon,Canada,22-01-2020,0,0,0
247,,Kosovo,22-01-2020,0,0,0
248,,Burma,22-01-2020,0,0,0
249,Anguilla,United Kingdom,22-01-2020,0,0,0
250,British Virgin Islands,United Kingdom,22-01-2020,0,0,0
251,Turks and Caicos Islands,United Kingdom,22-01-2020,0,0,0
252,,MS Zaandam,22-01-2020,0,0,0
253,,Botswana,22-01-2020,0,0,0
254,,Burundi,22-01-2020,0,0,0
255,,Sierra Leone,22-01-2020,0,0,0
256,,Malawi,22-01-2020,0,0,0
257,Falkland Islands (Malvinas),United Kingdom,22-01-2020,0,0,0
258,Saint Pierre and Miquelon,France,22-01-2020,0,0,0
259,,South Sudan,22-01-2020,0,0,0
260,,Western Sahara,22-01-2020,0,0,0
261,,Sao Tome and Principe,22-01-2020,0,0,0
262,,Yemen,22-01-2020,0,0,0
263,,Comoros,22-01-2020,0,0,0
264,,Tajikistan,22-01-2020,0,0,0
265,,Afghanistan,23-01-2020,0,0,0
266,,Albania,23-01-2020,0,0,0
267,,Algeria,23-01-2020,0,0,0
268,,Andorra,23-01-2020,0,0,0
269,,Angola,23-01-2020,0,0,0
270,,Antigua and Barbuda,23-01-2020,0,0,0
271,,Argentina,23-01-2020,0,0,0
272,,Armenia,23-01-2020,0,0,0
273,Australian Capital Territory,Australia,23-01-2020,0,0,0
274,New South Wales,Australia,23-01-2020,0,0,0
275,Northern Territory,Australia,23-01-2020,0,0,0
276,Queensland,Australia,23-01-2020,0,0,0
277,South Australia,Australia,23-01-2020,0,0,0
278,Tasmania,Australia,23-01-2020,0,0,0
279,Victoria,Australia,23-01-2020,0,0,0
280,Western Australia,Australia,23-01-2020,0,0,0
281,,Austria,23-01-2020,0,0,0
282,,Azerbaijan,23-01-2020,0,0,0
283,,Bahamas,23-01-2020,0,0,0
284,,Bahrain,23-01-2020,0,0,0
285,,Bangladesh,23-01-2020,0,0,0
286,,Barbados,23-01-2020,0,0,0
287,,Belarus,23-01-2020,0,0,0
288,,Belgium,23-01-2020,0,0,0
289,,Benin,23-01-2020,0,0,0
290,,Bhutan,23-01-2020,0,0,0
291,,Bolivia,23-01-2020,0,0,0
292,,Bosnia and Herzegovina,23-01-2020,0,0,0
293,,Brazil,23-01-2020,0,0,0
294,,Brunei,23-01-2020,0,0,0
295,,Bulgaria,23-01-2020,0,0,0
296,,Burkina Faso,23-01-2020,0,0,0
297,,Cabo Verde,23-01-2020,0,0,0
298,,Cambodia,23-01-2020,0,0,0
299,,Cameroon,23-01-2020,0,0,0
300,Alberta,Canada,23-01-2020,0,0,0
301,British Columbia,Canada,23-01-2020,0,0,0
302,Grand Princess,Canada,23-01-2020,0,0,0
303,Manitoba,Canada,23-01-2020,0,0,0
304,New Brunswick,Canada,23-01-2020,0,0,0
305,Newfoundland and Labrador,Canada,23-01-2020,0,0,0
306,Nova Scotia,Canada,23-01-2020,0,0,0
307,Ontario,Canada,23-01-2020,0,0,0
308,Prince Edward Island,Canada,23-01-2020,0,0,0
309,Quebec,Canada,23-01-2020,0,0,0
310,Saskatchewan,Canada,23-01-2020,0,0,0
311,,Central African Republic,23-01-2020,0,0,0
312,,Chad,23-01-2020,0,0,0
313,,Chile,23-01-2020,0,0,0
314,Anhui,China,23-01-2020,9,0,0
315,Beijing,China,23-01-2020,22,0,0
316,Chongqing,China,23-01-2020,9,0,0
317,Fujian,China,23-01-2020,5,0,0
318,Gansu,China,23-01-2020,2,0,0
319,Guangdong,China,23-01-2020,32,0,2
320,Guangxi,China,23-01-2020,5,0,0
321,Guizhou,China,23-01-2020,3,0,0
322,Hainan,China,23-01-2020,5,0,0
323,Hebei,China,23-01-2020,1,1,0
324,Heilongjiang,China,23-01-2020,2,0,0
325,Henan,China,23-01-2020,5,0,0
326,Hong Kong,China,23-01-2020,2,0,0
327,Hubei,China,23-01-2020,444,17,28
328,Hunan,China,23-01-2020,9,0,0
329,Inner Mongolia,China,23-01-2020,0,0,0
330,Jiangsu,China,23-01-2020,5,0,0
331,Jiangxi,China,23-01-2020,7,0,0
332,Jilin,China,23-01-2020,1,0,0
333,Liaoning,China,23-01-2020,3,0,0
334,Macau,China,23-01-2020,2,0,0
335,Ningxia,China,23-01-2020,1,0,0
336,Qinghai,China,23-01-2020,0,0,0
337,Shaanxi,China,23-01-2020,3,0,0
338,Shandong,China,23-01-2020,6,0,0
339,Shanghai,China,23-01-2020,16,0,0
340,Shanxi,China,23-01-2020,1,0,0
341,Sichuan,China,23-01-2020,8,0,0
342,Tianjin,China,23-01-2020,4,0,0
343,Tibet,China,23-01-2020,0,0,0
344,Xinjiang,China,23-01-2020,2,0,0
345,Yunnan,China,23-01-2020,2,0,0
346,Zhejiang,China,23-01-2020,27,0,0
347,,Colombia,23-01-2020,0,0,0
348,,Congo (Brazzaville),23-01-2020,0,0,0
349,,Congo (Kinshasa),23-01-2020,0,0,0
350,,Costa Rica,23-01-2020,0,0,0
351,,Cote d'Ivoire,23-01-2020,0,0,0
352,,Croatia,23-01-2020,0,0,0
353,,Diamond Princess,23-01-2020,0,0,0
354,,Cuba,23-01-2020,0,0,0
355,,Cyprus,23-01-2020,0,0,0
356,,Czechia,23-01-2020,0,0,0
357,Faroe Islands,Denmark,23-01-2020,0,0,0
358,Greenland,Denmark,23-01-2020,0,0,0
359,,Denmark,23-01-2020,0,0,0
360,,Djibouti,23-01-2020,0,0,0
361,,Dominican Republic,23-01-2020,0,0,0
362,,Ecuador,23-01-2020,0,0,0
363,,Egypt,23-01-2020,0,0,0
364,,El Salvador,23-01-2020,0,0,0
365,,Equatorial Guinea,23-01-2020,0,0,0
366,,Eritrea,23-01-2020,0,0,0
367,,Estonia,23-01-2020,0,0,0
368,,Eswatini,23-01-2020,0,0,0
369,,Ethiopia,23-01-2020,0,0,0
370,,Fiji,23-01-2020,0,0,0
371,,Finland,23-01-2020,0,0,0
372,French Guiana,France,23-01-2020,0,0,0
373,French Polynesia,France,23-01-2020,0,0,0
374,Guadeloupe,France,23-01-2020,0,0,0
375,Mayotte,France,23-01-2020,0,0,0
376,New Caledonia,France,23-01-2020,0,0,0
377,Reunion,France,23-01-2020,0,0,0
378,Saint Barthelemy,France,23-01-2020,0,0,0
379,St Martin,France,23-01-2020,0,0,0
380,Martinique,France,23-01-2020,0,0,0
381,,France,23-01-2020,0,0,0
382,,Gabon,23-01-2020,0,0,0
383,,Gambia,23-01-2020,0,0,0
384,,Georgia,23-01-2020,0,0,0
385,,Germany,23-01-2020,0,0,0
386,,Ghana,23-01-2020,0,0,0
387,,Greece,23-01-2020,0,0,0
388,,Guatemala,23-01-2020,0,0,0
389,,Guinea,23-01-2020,0,0,0
390,,Guyana,23-01-2020,0,0,0
391,,Haiti,23-01-2020,0,0,0
392,,Holy See,23-01-2020,0,0,0
393,,Honduras,23-01-2020,0,0,0
394,,Hungary,23-01-2020,0,0,0
395,,Iceland,23-01-2020,0,0,0
396,,India,23-01-2020,0,0,0
397,,Indonesia,23-01-2020,0,0,0
398,,Iran,23-01-2020,0,0,0
399,,Iraq,23-01-2020,0,0,0
400,,Ireland,23-01-2020,0,0,0
401,,Israel,23-01-2020,0,0,0
402,,Italy,23-01-2020,0,0,0
403,,Jamaica,23-01-2020,0,0,0
404,,Japan,23-01-2020,2,0,0
405,,Jordan,23-01-2020,0,0,0
406,,Kazakhstan,23-01-2020,0,0,0
407,,Kenya,23-01-2020,0,0,0
408,,South Korea,23-01-2020,1,0,0
409,,Kuwait,23-01-2020,0,0,0
410,,Kyrgyzstan,23-01-2020,0,0,0
411,,Latvia,23-01-2020,0,0,0
412,,Lebanon,23-01-2020,0,0,0
413,,Liberia,23-01-2020,0,0,0
414,,Liechtenstein,23-01-2020,0,0,0
415,,Lithuania,23-01-2020,0,0,0
416,,Luxembourg,23-01-2020,0,0,0
417,,Madagascar,23-01-2020,0,0,0
418,,Malaysia,23-01-2020,0,0,0
419,,Maldives,23-01-2020,0,0,0
420,,Malta,23-01-2020,0,0,0
421,,Mauritania,23-01-2020,0,0,0
422,,Mauritius,23-01-2020,0,0,0
423,,Mexico,23-01-2020,0,0,0
424,,Moldova,23-01-2020,0,0,0
425,,Monaco,23-01-2020,0,0,0
426,,Mongolia,23-01-2020,0,0,0
427,,Montenegro,23-01-2020,0,0,0
428,,Morocco,23-01-2020,0,0,0
429,,Namibia,23-01-2020,0,0,0
430,,Nepal,23-01-2020,0,0,0
431,Aruba,Netherlands,23-01-2020,0,0,0
432,Curacao,Netherlands,23-01-2020,0,0,0
433,Sint Maarten,Netherlands,23-01-2020,0,0,0
434,,Netherlands,23-01-2020,0,0,0
435,,New Zealand,23-01-2020,0,0,0
436,,Nicaragua,23-01-2020,0,0,0
437,,Niger,23-01-2020,0,0,0
438,,Nigeria,23-01-2020,0,0,0
439,,North Macedonia,23-01-2020,0,0,0
440,,Norway,23-01-2020,0,0,0
441,,Oman,23-01-2020,0,0,0
442,,Pakistan,23-01-2020,0,0,0
443,,Panama,23-01-2020,0,0,0
444,,Papua New Guinea,23-01-2020,0,0,0
445,,Paraguay,23-01-2020,0,0,0
446,,Peru,23-01-2020,0,0,0
447,,Philippines,23-01-2020,0,0,0
448,,Poland,23-01-2020,0,0,0
449,,Portugal,23-01-2020,0,0,0
450,,Qatar,23-01-2020,0,0,0
451,,Romania,23-01-2020,0,0,0
452,,Russia,23-01-2020,0,0,0
453,,Rwanda,23-01-2020,0,0,0
454,,Saint Lucia,23-01-2020,0,0,0
455,,Saint Vincent and the Grenadines,23-01-2020,0,0,0
456,,San Marino,23-01-2020,0,0,0
457,,Saudi Arabia,23-01-2020,0,0,0
458,,Senegal,23-01-2020,0,0,0
459,,Serbia,23-01-2020,0,0,0
460,,Seychelles,23-01-2020,0,0,0
461,,Singapore,23-01-2020,1,0,0
462,,Slovakia,23-01-2020,0,0,0
463,,Slovenia,23-01-2020,0,0,0
464,,Somalia,23-01-2020,0,0,0
465,,South Africa,23-01-2020,0,0,0
466,,Spain,23-01-2020,0,0,0
467,,Sri Lanka,23-01-2020,0,0,0
468,,Sudan,23-01-2020,0,0,0
469,,Suriname,23-01-2020,0,0,0
470,,Sweden,23-01-2020,0,0,0
471,,Switzerland,23-01-2020,0,0,0
472,,Taiwan*,23-01-2020,1,0,0
473,,Tanzania,23-01-2020,0,0,0
474,,Thailand,23-01-2020,3,0,0
475,,Togo,23-01-2020,0,0,0
476,,Trinidad and Tobago,23-01-2020,0,0,0
477,,Tunisia,23-01-2020,0,0,0
478,,Turkey,23-01-2020,0,0,0
479,,Uganda,23-01-2020,0,0,0
480,,Ukraine,23-01-2020,0,0,0
481,,United Arab Emirates,23-01-2020,0,0,0
482,Bermuda,United Kingdom,23-01-2020,0,0,0
483,Cayman Islands,United Kingdom,23-01-2020,0,0,0
484,Channel Islands,United Kingdom,23-01-2020,0,0,0
485,Gibraltar,United Kingdom,23-01-2020,0,0,0
486,Isle of Man,United Kingdom,23-01-2020,0,0,0
487,Montserrat,United Kingdom,23-01-2020,0,0,0
488,,United Kingdom,23-01-2020,0,0,0
489,,Uruguay,23-01-2020,0,0,0
490,,US,23-01-2020,1,0,0
491,,Uzbekistan,23-01-2020,0,0,0
492,,Venezuela,23-01-2020,0,0,0
493,,Vietnam,23-01-2020,2,0,0
494,,Zambia,23-01-2020,0,0,0
495,,Zimbabwe,23-01-2020,0,0,0
496,Diamond Princess,Canada,23-01-2020,0,0,0
497,,Dominica,23-01-2020,0,0,0
498,,Grenada,23-01-2020,0,0,0
499,,Mozambique,23-01-2020,0,0,0
500,,Syria,23-01-2020,0,0,0
501,,Timor-Leste,23-01-2020,0,0,0
502,,Belize,23-01-2020,0,0,0
503,,Laos,23-01-2020,0,0,0
504,,Libya,23-01-2020,0,0,0
505,,West Bank and Gaza,23-01-2020,0,0,0
506,,Guinea-Bissau,23-01-2020,0,0,0
507,,Mali,23-01-2020,0,0,0
508,,Saint Kitts and Nevis,23-01-2020,0,0,0
509,Northwest Territories,Canada,23-01-2020,0,0,0
510,Yukon,Canada,23-01-2020,0,0,0
511,,Kosovo,23-01-2020,0,0,0
512,,Burma,23-01-2020,0,0,0
513,Anguilla,United Kingdom,23-01-2020,0,0,0
514,British Virgin Islands,United Kingdom,23-01-2020,0,0,0
515,Turks and Caicos Islands,United Kingdom,23-01-2020,0,0,0
516,,MS Zaandam,23-01-2020,0,0,0
517,,Botswana,23-01-2020,0,0,0
518,,Burundi,23-01-2020,0,0,0
519,,Sierra Leone,23-01-2020,0,0,0
520,,Malawi,23-01-2020,0,0,0
521,Falkland Islands (Malvinas),United Kingdom,23-01-2020,0,0,0
522,Saint Pierre and Miquelon,France,23-01-2020,0,0,0
523,,South Sudan,23-01-2020,0,0,0
524,,Western Sahara,23-01-2020,0,0,0
525,,Sao Tome and Principe,23-01-2020,0,0,0
526,,Yemen,23-01-2020,0,0,0
527,,Comoros,23-01-2020,0,0,0
528,,Tajikistan,23-01-2020,0,0,0
529,,Afghanistan,24-01-2020,0,0,0
530,,Albania,24-01-2020,0,0,0
531,,Algeria,24-01-2020,0,0,0
532,,Andorra,24-01-2020,0,0,0
533,,Angola,24-01-2020,0,0,0
534,,Antigua and Barbuda,24-01-2020,0,0,0
535,,Argentina,24-01-2020,0,0,0
536,,Armenia,24-01-2020,0,0,0
537,Australian Capital Territory,Australia,24-01-2020,0,0,0
538,New South Wales,Australia,24-01-2020,0,0,0
539,Northern Territory,Australia,24-01-2020,0,0,0
540,Queensland,Australia,24-01-2020,0,0,0
541,South Australia,Australia,24-01-2020,0,0,0
542,Tasmania,Australia,24-01-2020,0,0,0
543,Victoria,Australia,24-01-2020,0,0,0
544,Western Australia,Australia,24-01-2020,0,0,0
545,,Austria,24-01-2020,0,0,0
546,,Azerbaijan,24-01-2020,0,0,0
547,,Bahamas,24-01-2020,0,0,0
548,,Bahrain,24-01-2020,0,0,0
549,,Bangladesh,24-01-2020,0,0,0
550,,Barbados,24-01-2020,0,0,0
551,,Belarus,24-01-2020,0,0,0
552,,Belgium,24-01-2020,0,0,0
553,,Benin,24-01-2020,0,0,0
554,,Bhutan,24-01-2020,0,0,0
555,,Bolivia,24-01-2020,0,0,0
556,,Bosnia and Herzegovina,24-01-2020,0,0,0
557,,Brazil,24-01-2020,0,0,0
558,,Brunei,24-01-2020,0,0,0
559,,Bulgaria,24-01-2020,0,0,0
560,,Burkina Faso,24-01-2020,0,0,0
561,,Cabo Verde,24-01-2020,0,0,0
562,,Cambodia,24-01-2020,0,0,0
563,,Cameroon,24-01-2020,0,0,0
564,Alberta,Canada,24-01-2020,0,0,0
565,British Columbia,Canada,24-01-2020,0,0,0
566,Grand Princess,Canada,24-01-2020,0,0,0
567,Manitoba,Canada,24-01-2020,0,0,0
568,New Brunswick,Canada,24-01-2020,0,0,0
569,Newfoundland and Labrador,Canada,24-01-2020,0,0,0
570,Nova Scotia,Canada,24-01-2020,0,0,0
571,Ontario,Canada,24-01-2020,0,0,0
572,Prince Edward Island,Canada,24-01-2020,0,0,0
573,Quebec,Canada,24-01-2020,0,0,0
574,Saskatchewan,Canada,24-01-2020,0,0,0
575,,Central African Republic,24-01-2020,0,0,0
576,,Chad,24-01-2020,0,0,0
577,,Chile,24-01-2020,0,0,0
578,Anhui,China,24-01-2020,15,0,0
579,Beijing,China,24-01-2020,36,0,1
580,Chongqing,China,24-01-2020,27,0,0
581,Fujian,China,24-01-2020,10,0,0
582,Gansu,China,24-01-2020,2,0,0
583,Guangdong,China,24-01-2020,53,0,2
584,Guangxi,China,24-01-2020,23,0,0
585,Guizhou,China,24-01-2020,3,0,0
586,Hainan,China,24-01-2020,8,0,0
587,Hebei,China,24-01-2020,2,1,0
588,Heilongjiang,China,24-01-2020,4,1,0
589,Henan,China,24-01-2020,9,0,0
590,Hong Kong,China,24-01-2020,2,0,0
591,Hubei,China,24-01-2020,549,24,31
592,Hunan,China,24-01-2020,24,0,0
593,Inner Mongolia,China,24-01-2020,1,0,0
594,Jiangsu,China,24-01-2020,9,0,0
595,Jiangxi,China,24-01-2020,18,0,0
596,Jilin,China,24-01-2020,3,0,0
597,Liaoning,China,24-01-2020,4,0,0
598,Macau,China,24-01-2020,2,0,0
599,Ningxia,China,24-01-2020,2,0,0
600,Qinghai,China,24-01-2020,0,0,0
601,Shaanxi,China,24-01-2020,5,0,0
602,Shandong,China,24-01-2020,15,0,0
603,Shanghai,China,24-01-2020,20,0,1
604,Shanxi,China,24-01-2020,1,0,0
605,Sichuan,China,24-01-2020,15,0,0
606,Tianjin,China,24-01-2020,8,0,0
607,Tibet,China,24-01-2020,0,0,0
608,Xinjiang,China,24-01-2020,2,0,0
609,Yunnan,China,24-01-2020,5,0,0
610,Zhejiang,China,24-01-2020,43,0,1
